trip_id,waktu,latitude,longitude,kecepatan_kmh,jarak_km
1,2025-03-03 08:39:30,-6.122347,106.762228,28.6,0.23838
1,2025-03-03 08:40:00,-6.122155,106.764463,29.8,0.24813
1,2025-03-03 08:40:30,-6.121962,106.766681,29.5,0.24611
1,2025-03-03 08:41:00,-6.121582,106.76884,29.1,0.24238
1,2025-03-03 08:41:30,-6.121524,106.770471,21.8,0.18145
1,2025-03-03 08:42:00,-6.12159,106.77221,23.1,0.19235
1,2025-03-03 08:42:30,-6.121672,106.773946,23.1,0.19263
1,2025-03-03 08:43:00,-6.122907,106.775587,28.1,0.23394
1,2025-03-03 08:43:30,-6.124364,106.776456,22.6,0.1883
1,2025-03-03 08:44:00,-6.126237,106.777649,29.7,0.24731
1,2025-03-03 08:44:30,-6.12744,106.778788,22.0,0.18368
1,2025-03-03 08:45:00,-6.128691,106.779974,22.9,0.19112
1,2025-03-03 08:45:30,-6.129822,106.7814,24.2,0.2019
1,2025-03-03 08:46:00,-6.130636,106.783021,24.3,0.20242
1,2025-03-03 08:46:30,-6.131366,106.784972,27.7,0.23105
1,2025-03-03 08:47:00,-6.131623,106.786788,24.3,0.20285
1,2025-03-03 08:47:30,-6.1319,106.788749,26.3,0.2189
1,2025-03-03 08:48:00,-6.132215,106.79098,29.9,0.24915
1,2025-03-03 08:48:30,-6.132361,106.792834,24.8,0.20638
1,2025-03-03 08:49:00,-6.132279,106.794887,27.3,0.22726
1,2025-03-03 08:49:30,-6.132201,106.796809,25.5,0.2126
1,2025-03-03 08:50:00,-6.132136,106.798423,21.4,0.1786
1,2025-03-03 08:50:30,-6.13205,106.80057,28.5,0.23757
1,2025-03-03 08:51:00,-6.13194,106.802529,26.0,0.21706
1,2025-03-03 08:51:30,-6.131622,106.804512,26.6,0.22208
1,2025-03-03 08:52:00,-6.131298,106.806248,23.5,0.19545
1,2025-03-03 08:52:30,-6.130823,106.808133,25.8,0.21499
1,2025-03-03 08:53:00,-6.130413,106.809762,22.3,0.18578
1,2025-03-03 08:53:30,-6.129964,106.811545,24.4,0.20338
1,2025-03-03 08:54:00,-6.129585,106.813651,28.5,0.23761
1,2025-03-03 08:54:30,-6.129779,106.815316,22.5,0.18777
1,2025-03-03 08:55:00,-6.129779,106.815316,0.0,0.0
1,2025-03-03 08:55:30,-6.129779,106.815316,0.0,0.0
1,2025-03-03 08:56:00,-6.129779,106.815316,0.0,0.0
1,2025-03-03 08:56:30,-6.129779,106.815316,0.0,0.0
1,2025-03-03 08:57:00,-6.129779,106.815316,0.0,0.0
1,2025-03-03 08:57:30,-6.129779,106.815316,0.0,0.0
1,2025-03-03 08:58:00,-6.129779,106.815316,0.0,0.0
1,2025-03-03 08:58:30,-6.129779,106.815316,0.0,0.0
1,2025-03-03 08:59:00,-6.129779,106.815316,0.0,0.0
1,2025-03-03 08:59:30,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:00:00,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:00:30,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:01:00,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:01:30,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:02:00,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:02:30,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:03:00,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:03:30,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:04:00,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:04:30,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:05:00,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:05:30,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:06:00,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:06:30,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:07:00,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:07:30,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:08:00,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:08:30,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:09:00,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:09:30,-6.129779,106.815316,0.0,0.0
1,2025-03-03 09:10:00,-6.131026,106.817679,35.7,0.29753
1,2025-03-03 09:10:30,-6.131737,106.820338,37.6,0.31318
1,2025-03-03 09:11:00,-6.131267,106.823067,36.7,0.30619
1,2025-03-03 09:11:30,-6.130891,106.825251,29.4,0.2451
1,2025-03-03 09:12:00,-6.130513,106.827445,29.5,0.24619
1,2025-03-03 09:12:30,-6.130302,106.829567,28.3,0.23589
1,2025-03-03 09:13:00,-6.130102,106.832088,33.6,0.27963
1,2025-03-03 09:13:30,-6.129673,106.834505,32.6,0.27146
1,2025-03-03 09:14:00,-6.129276,106.836723,29.9,0.24913
1,2025-03-03 09:14:30,-6.128914,106.838739,27.2,0.22651
1,2025-03-03 09:15:00,-6.128297,106.841189,33.6,0.27982
1,2025-03-03 09:15:30,-6.127566,106.843813,36.2,0.30128
1,2025-03-03 09:16:00,-6.127024,106.846272,33.4,0.27852
1,2025-03-03 09:16:30,-6.126449,106.848876,35.4,0.29488
1,2025-03-03 09:17:00,-6.125783,106.85136,34.2,0.28461
1,2025-03-03 09:17:30,-6.124974,106.853522,30.7,0.25593
1,2025-03-03 09:18:00,-6.124091,106.855498,28.8,0.23963
1,2025-03-03 09:18:30,-6.123165,106.85757,30.1,0.25109
1,2025-03-03 09:19:00,-6.122365,106.85977,31.2,0.2601
1,2025-03-03 09:19:30,-6.122191,106.861896,28.9,0.24092
1,2025-03-03 09:20:00,-6.122695,106.864416,34.1,0.28417
1,2025-03-03 09:20:30,-6.123169,106.866788,32.1,0.26747
1,2025-03-03 09:21:00,-6.123571,106.868796,27.2,0.22649
1,2025-03-03 09:21:30,-6.124119,106.87154,37.1,0.30939
1,2025-03-03 09:22:00,-6.124551,106.873701,29.2,0.24371
1,2025-03-03 09:22:30,-6.124997,106.87593,30.2,0.25138
1,2025-03-03 09:23:00,-6.125502,106.878456,34.2,0.28492
1,2025-03-03 09:23:30,-6.126019,106.881041,35.0,0.29146
1,2025-03-03 09:24:00,-6.12659,106.883403,32.3,0.26956
1,2025-03-03 09:24:30,-6.127523,106.885783,33.9,0.28281
1,2025-03-03 09:25:00,-6.128829,106.888013,34.5,0.2871
1,2025-03-03 09:25:30,-6.12998,106.889804,28.3,0.23577
1,2025-03-03 09:26:00,-6.131075,106.891932,32.2,0.26833
1,2025-03-03 09:26:30,-6.129906,106.893449,31.4,0.2614
1,2025-03-03 09:27:00,-6.127371,106.893468,34.0,0.28312
1,2025-03-03 09:27:30,-6.12529,106.89338,27.8,0.2316
1,2025-03-03 09:28:00,-6.123262,106.893294,27.1,0.22581
1,2025-03-03 09:28:30,-6.120754,106.893188,33.5,0.27907
1,2025-03-03 09:29:00,-6.118477,106.893092,30.4,0.25343
1,2025-03-03 09:29:30,-6.116982,106.893323,27.0,0.22477
1,2025-03-03 09:30:00,-6.119704,106.893508,36.4,0.30345
1,2025-03-03 09:30:30,-6.122028,106.893666,31.1,0.25896
1,2025-03-03 09:31:00,-6.122917,106.893887,32.7,0.2723
